id,x,y,elevation,slope,road_density,gdp_per_capita,pop_density,river_dist,farmland_ratio,y_area_change,t1_PD,t1_AI,t1_CONN,t1_FRAC,t2_PD,t2_AI,t2_CONN,t2_FRAC,true_type,q_gdp,q_pop,q_interaction,interaction_type
10,50.0,0.0,-302.95304511562796,0.0,0.0,0.0,763.7360401027804,2.0627200193800195,0.6775564814811323,3.6890759817349394,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating,0.9833698523475652,0.97626799027653,0.9886858448318903,bivariate_enhancement
11,55.0,0.0,-185.10375525969351,0.0,0.0,0.0,658.9811157863943,2.4762330817015052,0.5807166210643577,0.6469835470934254,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable,0.9839591201446681,0.9754552882988194,0.9895252513959134,bivariate_enhancement
12,60.0,0.0,42.70126315252312,1.5945146195846176,0.0,0.0,456.4877660866461,0.0,0.565884487271415,3.4505303161960654,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable,0.984932719900958,0.9747314375523832,0.990483752113039,bivariate_enhancement
13,65.0,0.0,274.7882530633107,14.48823628129504,0.0,0.0,250.18821949927937,0.0,0.43502585692493445,0.7153827006344984,400.0,56.25,1.0,1.2090619551221675,10000.0,0.0,0.25,1.0,fragmenting,0.9863172889048504,0.9734756810549745,0.9914358364440193,bivariate_enhancement
14,70.0,0.0,243.07879285638896,12.726599603132719,0.0,0.0,278.3744063498765,0.0,0.5096287018018717,1.1831623680131946,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding,0.9878729016389952,0.9711266033746186,0.9922788610121633,bivariate_enhancement
15,75.0,0.0,200.51816605592592,10.362120336440329,0.6572726393493596,0.0,316.2060746169547,0.0,0.5369674293313664,2.6994092888024195,400.0,56.25,1.0,1.2090619551221675,10000.0,0.0,0.25,1.0,fragmenting,0.989135259013164,0.967609317109999,0.992862431301305,bivariate_enhancement
16,80.0,0.0,252.03593523644759,13.224218624247088,0.6347759628074494,0.0,270.41250201204656,0.0,0.40549670828218326,0.8781533817461346,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable,0.9897697265728068,0.9634797933012188,0.9930624696864809,bivariate_enhancement
17,85.0,0.0,334.95098330528094,17.830610183626717,0.11986498809002649,3.998159672451197,196.7102370619725,0.0,0.28408850697975385,3.7641048400497934,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating,0.989691651607041,0.9596729712730165,0.9929872293217511,bivariate_enhancement
18,90.0,0.0,321.95151328955694,17.108417404975384,0.15067104312576857,6.914861548983639,208.26532152039383,0.0,0.15686619857038173,6.231155350886562,400.0,56.25,1.0,1.2090619551221675,10000.0,0.0,0.25,1.0,fragmenting,0.9890108789267495,0.9570305747877805,0.9928492931286643,bivariate_enhancement
19,95.0,0.0,229.02327820336885,11.945737677964935,0.6362412896224833,11.662862253149072,290.86819715256104,0.0,0.0,7.83976887980423,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable,0.9880620507144837,0.9560373368325705,0.9927203637330602,bivariate_enhancement
20,100.0,0.0,221.16026667440852,11.508903704133806,0.9643686140412496,11.382490742704547,297.8575407338591,5.930269960810478,0.0,6.259540645976644,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding,0.9873575746175247,0.9569261160505135,0.9926276497627285,bivariate_enhancement
21,105.0,0.0,451.5025229483852,24.305695719354734,1.0437034081296779,3.2869803109145406,93.10886849032426,5.068836591439499,0.1830225411294957,4.768994532317737,400.0,56.25,1.0,1.2090619551221675,10000.0,0.0,0.25,1.0,fragmenting,0.9873723528378276,0.9597897663473693,0.9926647528476844,bivariate_enhancement
22,110.0,0.0,630.2131068119774,30.0,1.207062398089575,0.0,0.0,3.0949695289965793,0.12793658249695605,0.022053026909881313,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding,0.9883038892380546,0.9644763424019341,0.9929618504786867,bivariate_enhancement
23,115.0,0.0,576.5811648288409,30.0,1.7485302694710834,2.915170972983624,0.0,0.0,0.15654985959762935,6.568522100262788,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding,0.9900120543547664,0.9705000262073109,0.9936104822437873,bivariate_enhancement
24,120.0,0.0,522.9492228457041,28.274956824761343,2.2899981408525916,2.908638031964152,29.60069080381853,0.0,0.1866591420964483,5.4721353117875235,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding,0.9921475338032892,0.9771196120082009,0.99460377858682,bivariate_enhancement
25,0.0,5.0,376.82517220354646,20.156954011308134,2.4812868639697103,2.3510970253276975,159.48873581906983,4.7522571097009525,0.03039968911140123,1.2416788325734458,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding,0.9890423018993917,0.9933486869090855,0.9956590050737069,bivariate_enhancement
26,5.0,5.0,334.1261347173041,17.78478526207245,2.089094778162538,1.9345615036649997,197.4434358068408,0.27740676588112245,0.13516049938360017,1.476342279966388,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating,0.9851444794332531,0.9897497535201993,0.9933460042035676,bivariate_enhancement
27,10.0,5.0,291.42709723106185,15.41261651283677,1.6969026923553658,1.240917470945305,235.39813579461168,0.0,0.32412473443098866,1.9453750197821715,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating,0.9814779423176964,0.9854878921156135,0.9905604323342926,bivariate_enhancement
28,15.0,5.0,363.93776206411604,19.440986781339777,1.1825086970163585,1.2193628455091106,170.94421149856353,0.0,0.29856996493060994,2.6563110458431813,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding,0.9786721155971421,0.9813338135076832,0.9877021422512042,bivariate_enhancement
29,20.0,5.0,462.05058296812507,24.891699053784727,0.6409587217813879,1.7123276445847693,83.7328151394444,0.0,0.2251759495562633,1.7169163515354124,400.0,56.25,1.0,1.2090619551221675,10000.0,0.0,0.25,1.0,fragmenting,0.9771391422091235,0.9781189505820599,0.9854257014946258,bivariate_enhancement
30,25.0,5.0,441.66517091941904,23.75917616218995,0.0,2.0536957540947305,101.85318140496085,0.0,0.23283063893822675,1.6783878268121701,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable,0.9768549522548519,0.9761636087753067,0.9841887783177944,bivariate_enhancement
31,30.0,5.0,343.40953451040394,18.30052969502244,0.0,5.02610286416628,189.19152487964092,0.0,0.2744323386172078,4.514304785403766,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable,0.9773355380083961,0.9751364472535333,0.9838199500798097,bivariate_enhancement
32,35.0,5.0,210.08449472428907,10.893583040238282,0.0,8.16254007257472,307.7026713561875,0.0,0.32430206215665547,3.022232319954535,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating,0.9779526986235875,0.9743314472482947,0.9839051512152623,bivariate_enhancement
33,40.0,5.0,34.67617088565421,1.1486761603141225,0.009819375150651677,3.5914083393918244,463.62118143497406,0.0,0.4006654828219051,1.205997766904155,400.0,56.25,1.0,1.2090619551221675,10000.0,0.0,0.25,1.0,fragmenting,0.9783412103209767,0.9731292134473265,0.9842555989923021,bivariate_enhancement
34,45.0,5.0,-109.21365726097841,0.0,0.5472983250683159,0.0,591.5232508986475,0.0,0.48138903759083423,1.6292124314617036,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable,0.9785077504896621,0.9714695148453898,0.9848633576940966,bivariate_enhancement
35,50.0,5.0,-156.25104658457468,0.0,0.0,0.0,633.3342636307331,0.48463933111922064,0.5997521613076369,1.7849653980670148,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable,0.9786907490510041,0.9697659265862664,0.9857390499388472,bivariate_enhancement
36,55.0,5.0,-157.7092212251226,0.0,0.0,0.0,634.6304188667757,4.212063081471859,0.7196048709368847,-0.7311946460889693,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding,0.9791861000809423,0.9683303523216148,0.986805244559364,bivariate_enhancement
37,60.0,5.0,104.57799629936437,5.032110905520243,0.0,0.0,401.48622551167614,3.847867729914473,0.4707131506581071,0.699096725107138,400.0,56.25,1.0,1.2090619551221675,10000.0,0.0,0.25,1.0,fragmenting,0.980238464791505,0.9671361706846959,0.9878894091652957,bivariate_enhancement
38,65.0,5.0,372.18584621734516,19.8992136787414,0.0,0.0,163.61258114013762,3.5630458243308882,0.27429666511690676,1.6241759981615345,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable,0.9819037648583837,0.9657223748112609,0.9888935135700511,bivariate_enhancement
39,70.0,5.0,318.4757674914033,16.915320416189076,0.0,0.0,211.35487334097482,0.03572731519812111,0.32886950436882856,1.1901648621855514,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding,0.9838746892205432,0.9634389275636976,0.9897992227455406,bivariate_enhancement
40,75.0,5.0,241.60250955180854,12.644583863989364,0.0,0.0,279.68665817617017,0.0,0.3796230182293569,1.364007678672646,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating,0.985566041641589,0.9599835312594167,0.9904925530089177,bivariate_enhancement
41,80.0,5.0,257.0106121789588,13.500589565497709,0.03484358597470272,0.7941781537933825,265.99056695203666,0.0,0.2780819314195324,0.35660861729709614,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding,0.9865177176542826,0.9557334852330182,0.99083810308842,bivariate_enhancement
42,85.0,5.0,304.7820716059533,16.15455953366407,0.0011691051369842054,4.402858416716066,223.52704746137485,0.0,0.1716078404433637,5.44592101180086,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable,0.9865694882207081,0.951578554937474,0.9909052862480704,bivariate_enhancement
43,90.0,5.0,286.62094492326776,15.145608051292653,0.38680041577610264,6.112399437504138,239.67027117931755,0.0,0.08384853913481731,5.639166494755483,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable,0.9858211358293028,0.9484014175793531,0.9908783720322711,bivariate_enhancement
44,95.0,5.0,213.51599648251593,11.08422202680644,1.1218532193125847,7.055815178171552,304.65244757109696,0.0,0.0,6.043417515072561,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding,0.9846872257976419,0.946823343314267,0.9908147246039147,bivariate_enhancement
45,100.0,5.0,241.66731377916813,12.648184098842673,1.3820500342416564,5.3281761992726535,279.6290544185172,4.008997926078452,0.018868493679650516,7.060093129271374,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding,0.9838377555420565,0.9473413600861087,0.9907534467223841,bivariate_enhancement
46,105.0,5.0,505.52421981498134,27.306901100832295,0.7981450126591036,1.9325912004336454,45.08958238668326,5.422228060714756,0.20038832213516816,5.745544692499543,400.0,56.25,1.0,1.2090619551221675,10000.0,0.0,0.25,1.0,fragmenting,0.9839036909431201,0.9502912403090189,0.9908226732413034,bivariate_enhancement
47,110.0,5.0,699.0855053797555,30.0,0.4699845938032,0.14393755901877658,0.0,4.713234860712465,0.11710130614074087,3.740417855118489,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating,0.9851526914760323,0.955611849412305,0.9911958045283744,bivariate_enhancement
48,115.0,5.0,576.3164988248544,30.0,1.2926748872172205,2.2633043981029988,0.0,0.0,0.18059071474037836,6.419280210740759,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating,0.9873982306978002,0.9627569255672339,0.9919989279743426,bivariate_enhancement
49,120.0,5.0,453.5474922699534,24.419305126108522,2.1153651806312412,1.246388513788945,91.29111798226366,0.0,0.2042854745991076,3.257515652340776,400.0,56.25,1.0,1.2090619551221675,10000.0,0.0,0.25,1.0,fragmenting,0.9901678745341104,0.9708248183036158,0.9932326933106789,bivariate_enhancement
50,0.0,10.0,361.0189939755071,19.278832998639285,2.569636650712657,0.0,173.53867202177145,9.007377378055848,0.0,1.1619492523503543,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding,0.9878664990110326,0.9918119380649143,0.9945156539106054,bivariate_enhancement
51,5.0,10.0,480.03316886828287,25.890731603793494,1.6029499706522392,1.450534475107639,67.7482943393041,0.0,0.19325193772925775,3.7864144294274285,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding,0.9835345623288094,0.9877273024071179,0.9917710816370867,bivariate_enhancement
52,10.0,10.0,599.0473437610586,30.0,0.6362632905918206,1.9994336239395933,0.0,0.0,0.11439519105108267,4.825336607378483,400.0,56.25,1.0,1.2090619551221675,10000.0,0.0,0.25,1.0,fragmenting,0.979426524911876,0.9830380817022131,0.988522010057077,bivariate_enhancement
53,15.0,10.0,551.3127174476699,29.85070652487055,0.5582993328047837,2.041257478779786,4.388695602071202,0.0,0.14562335584621677,4.058454798916686,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable,0.9762127835337563,0.9785535720403354,0.9852426179833214,bivariate_enhancement
54,20.0,10.0,466.5228019773557,25.14015566540865,0.6778293133007205,1.7351843264232354,79.75750935346161,0.0,0.23452848495981926,3.961004720547691,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating,0.9743147521234825,0.9750587384964833,0.9826430473967936,bivariate_enhancement
55,25.0,10.0,306.6007784309172,16.255598801717625,0.0,1.5904425249731844,221.91041917251803,0.0,0.3775724952325684,1.8772165373391523,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating,0.973700752291094,0.9727991036756194,0.9811578170411227,bivariate_enhancement
56,30.0,10.0,97.77329407386183,4.654071892992324,0.0,6.86646538979709,407.5348497121228,0.0,0.5319995381827163,2.2327855856727057,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable,0.9738999301703715,0.9713938201808735,0.9805936278900611,bivariate_enhancement
57,35.0,10.0,35.69612350073031,1.205340194485017,0.0,11.289670353410047,462.71455688823977,0.0,0.4862276045715264,3.5639248304684665,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding,0.9743017734351637,0.9701278885673911,0.9806028334892133,bivariate_enhancement
58,40.0,10.0,149.71932946830748,7.539962748239305,0.0,9.127365877179592,361.36059602817113,0.0,0.2939160320814472,4.6380544223873414,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable,0.9745129230112145,0.9684374256634342,0.981060853905418,bivariate_enhancement
59,45.0,10.0,177.27445756582557,9.07080319810142,0.0,8.090481600030607,336.86714883037723,0.0,0.24654086885959617,4.006125835687004,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable,0.9744769586940546,0.9663263438381287,0.9819129645565504,bivariate_enhancement
60,50.0,10.0,-9.54904805352129,0.0,0.0,7.4430918750038115,502.9324871586856,0.0,0.5177242957443164,4.920594181850465,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding,0.9744166610451779,0.9640933520706152,0.9830436949491812,bivariate_enhancement
61,55.0,10.0,-130.31468719055147,0.0,0.0,2.639534195309638,610.2797219471569,5.947893081242213,0.845655184107019,4.206442628786162,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding,0.9747124253514244,0.9619578561363187,0.9842697883271996,bivariate_enhancement
62,60.0,10.0,166.45472944620565,8.469707191455871,0.0,3.5567969051185595,346.48468493670606,10.681334826849914,0.38983300855874053,2.603456729439897,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating,0.9757233411016972,0.9601568283461235,0.9854026423517509,bivariate_enhancement
63,65.0,10.0,469.58343937137965,25.31019107618776,0.0,2.260858193342231,77.03694278099587,15.477264775096915,0.20361945221039013,3.998582734986529,400.0,56.25,1.0,1.2090619551221675,10000.0,0.0,0.25,1.0,fragmenting,0.9775513209531767,0.9585998531053606,0.9863883259429321,bivariate_enhancement
64,70.0,10.0,393.8727421264177,21.10404122924543,0.0,2.0049519813505583,144.33534033207314,4.921426611177216,0.2227865455048285,3.6328201596765655,400.0,56.25,1.0,1.2090619551221675,10000.0,0.0,0.25,1.0,fragmenting,0.9798634194539976,0.9567066909092037,0.9872958008720145,bivariate_enhancement
65,75.0,10.0,282.6868530476912,14.927047391538398,0.0,0.9968748875143039,243.16724173538563,0.0,0.2576132712796408,0.7757036580060377,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding,0.9819936485390767,0.9539169349795393,0.9880935937243689,bivariate_enhancement
66,80.0,10.0,261.9852891214699,13.776960506748328,0.0,2.5705171813523893,261.5686318920267,0.0,0.15571542676198694,5.443943248289839,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding,0.9833367343613987,0.9502586773714958,0.9886437579533147,bivariate_enhancement
67,85.0,10.0,274.61315990662564,14.478508883701425,0.0,4.8197534173808805,250.34385786077723,0.0,0.019611073931447787,4.507778413857787,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding,0.9836137769520533,0.9463558288901168,0.9889123742202561,bivariate_enhancement
68,90.0,10.0,251.2903765569786,13.182798697609922,0.6229297884264365,4.721236738493444,271.07522083824125,0.0,0.0,3.3536361352969424,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable,0.9829026537348577,0.9429727046244447,0.9890006315397362,bivariate_enhancement
69,95.0,10.0,198.00871476166301,10.222706375647945,1.6074651490026861,1.8901470725159477,318.4366979896329,0.0,0.0734694621620193,2.4753394607262056,400.0,56.25,1.0,1.2090619551221675,10000.0,0.0,0.25,1.0,fragmenting,0.9816926491826443,0.9408408183066568,0.9889736986188108,bivariate_enhancement
70,100.0,10.0,262.17436088392765,13.787464493551537,1.7997314544420635,0.12552066706748977,261.40056810317543,2.087725891346428,0.21163683614422357,-0.22024946981519955,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding,0.980790209327588,0.9407395466487704,0.9889188801694078,bivariate_enhancement
71,105.0,10.0,559.5459166815774,30.0,0.5525866171885293,2.1269659083242307,0.0,5.775619529990016,0.18752632390268403,4.360608484917458,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable,0.9809550029497238,0.9432783501318036,0.9890140536762306,bivariate_enhancement
72,110.0,10.0,767.9579039475337,30.0,0.0,1.2086799134763824,0.0,6.33150019242835,0.12514110598011247,3.7216775774049036,400.0,56.25,1.0,1.2090619551221675,10000.0,0.0,0.25,1.0,fragmenting,0.982514889955514,0.9485824534130007,0.9894748345530929,bivariate_enhancement
73,115.0,10.0,576.0518328208681,30.0,0.8368195049633582,1.615937238829737,0.0,0.0,0.20446586381136303,3.6842342598675564,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding,0.9852469134195387,0.9561909976420543,0.9904548965779909,bivariate_enhancement
74,120.0,10.0,384.1457616942026,20.563653427455698,1.940732220409891,2.827995838737079,152.98154516070883,0.0,0.1540277930566425,5.984889157504194,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable,0.9885708210698457,0.9651690415194621,0.991949577356829,bivariate_enhancement
75,0.0,15.0,312.8235259876633,16.60130699931463,1.712795077894686,0.0,216.37908801096594,9.254178402504188,0.0,1.0533374165648968,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable,0.9871644714517651,0.9903191161852937,0.9932557143605638,bivariate_enhancement
76,5.0,15.0,396.66346708588765,21.259081504771537,0.9241293923290186,0.4199072719945003,141.8546959236554,2.824382507490669,0.15857981460157258,1.96020811113122,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating,0.9825590393367873,0.9859230016097749,0.9901344001524317,bivariate_enhancement
77,10.0,15.0,480.503408184112,25.916856010228443,0.13546370676335118,2.0045782543423107,67.33030383634491,0.0,0.20660019506855543,3.543947791988677,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating,0.9781395076220138,0.9810431905401795,0.986535336847626,bivariate_enhancement
78,15.0,15.0,466.4813340472375,25.137851891513193,0.26958231457069315,2.1343570065344175,79.79436973578888,0.0,0.22296537915848635,3.755848995274762,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable,0.9745986672445803,0.9764640890829627,0.9829950353299344,bivariate_enhancement
79,20.0,15.0,430.71214541367453,23.15067474520414,0.6087640986831478,2.3582511034683624,111.58920407673376,0.0,0.26544225145829464,0.3288455006752704,400.0,56.25,1.0,1.2090619551221675,10000.0,0.0,0.25,1.0,fragmenting,0.9723759458410166,0.9728678380833211,0.9802393522326238,bivariate_enhancement
80,25.0,15.0,314.49680556938915,16.694266976077174,0.0,3.531071034411667,214.8917283827652,0.0,0.36212729706549596,2.1365597828057408,400.0,56.25,1.0,1.2090619551221675,10000.0,0.0,0.25,1.0,fragmenting,0.9714502117276732,0.9703966492684054,0.9786369305840736,bivariate_enhancement
81,30.0,15.0,150.5235296006431,7.58464053336906,0.0,5.686204089394947,360.645751466095,0.0,0.45065873112474547,0.23417045183300456,400.0,56.25,1.0,1.2090619551221675,10000.0,0.0,0.25,1.0,fragmenting,0.9713800766577785,0.9686218063634667,0.9779597338538814,bivariate_enhancement
82,35.0,15.0,104.58253319581286,5.032362955322937,0.0,6.8740232350398,401.482192714833,0.0,0.3864621473428611,3.3386517740357133,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable,0.9715840772174968,0.9668656534154944,0.9779198717705363,bivariate_enhancement
83,40.0,15.0,200.28027226768188,10.348904014871215,0.0,6.041996146840909,316.41753576206054,0.0,0.23571168247008906,3.3489098983933014,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable,0.9716350753836158,0.9646816156888403,0.9784664157196827,bivariate_enhancement
84,45.0,15.0,228.06550241326372,11.892527911847985,0.6095591751694602,5.766674672579059,291.71955341043224,0.0,0.19429076461477895,4.917090962251315,400.0,56.25,1.0,1.2090619551221675,10000.0,0.0,0.25,1.0,fragmenting,0.9714011503908612,0.9621492159911995,0.9795084965919112,bivariate_enhancement
85,50.0,15.0,94.35340631763455,4.464078128757476,0.0,6.672272852754854,410.5747499398804,0.0,0.3512328359216003,5.502010924805157,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding,0.9710776137673762,0.9594538906207181,0.9808042715132967,bivariate_enhancement
